uuid,inat_id,obscured,geoprivacy,taxon_geoprivacy,positional_accuracy,public_positional_accuracy,location_precision,timestamp,date,lon,lat,olc,elevation,tavg,tmin,tmax,precipitation,windspeed,winddirection,presure,species,location,num_identification_agreements,kingdom,phylum,class,order,family,genus,taxon_id,taxon_rank,taxon_name,common_name
ae72d03b-b330-4eec-b716-d9417d83cfb6,371802262,True,obscured,,155,28181,obscured,2026-06-14 12:57:20-06:00,2026-06-14,-106.5075711202,38.9420830161,85CMWF00+,3891.0,,6.0,22.0,3.5,4.1,,,Rickenella fibula,"Gunnison County, US-CO, US",2,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Rickenella,118170,species,Rickenella fibula,Orange Moss Navel
1a57c752-5f81-4100-b424-3623d1c738d2,371801770,True,obscured,,169,28181,obscured,2026-06-14 12:51:21-06:00,2026-06-14,-106.5838236978,38.840555526,85CMRC00+,2841.0,,6.0,22.0,3.5,4.1,,,Rickenella fibula,"Gunnison County, US-CO, US",3,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Rickenella,118170,species,Rickenella fibula,Orange Moss Navel
