uuid,inat_id,obscured,geoprivacy,taxon_geoprivacy,positional_accuracy,public_positional_accuracy,location_precision,timestamp,date,lon,lat,olc,elevation,tavg,tmin,tmax,precipitation,windspeed,winddirection,presure,species,location,num_identification_agreements,kingdom,phylum,class,order,family,genus,taxon_id,taxon_rank,taxon_name,common_name
3573e22f-aa9e-4509-8411-b76cf92ceb51,369703561,True,obscured,,363.0,28181.0,obscured,2026-06-06 13:54:29-06:00,2026-06-06,-107.0136886747,38.9236488983,85CJWX00+,3012.0,,7.8,27.8,0.0,5.9,,,Clitocybe glacialis,"Gunnison County, US-CO, US",1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,Clitocybe,334280,species,Clitocybe glacialis,Snowmelt Clitocybe
7f144b1f-bd36-4f1a-b856-b32960daf611,367403943,True,obscured,,59.0,28181.0,obscured,2026-05-31 13:39:40-06:00,2026-05-31,-107.1685023067,38.9455156514,85CJWR00+,2567.0,,1.7,20.6,2.3,5.2,,,Clitocybe glacialis,"Gunnison County, US-CO, US",1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,Clitocybe,334280,species,Clitocybe glacialis,Snowmelt Clitocybe
41b20378-a545-493b-b26d-813225f42c7a,367403614,True,obscured,,45.0,28181.0,obscured,2026-05-31 12:11:24-06:00,2026-05-31,-107.0601293568,38.9765716197,85CJXW00+,3246.0,,1.7,20.6,2.3,5.2,,,Clitocybe glacialis,"Gunnison County, US-CO, US",1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,Clitocybe,334280,species,Clitocybe glacialis,Snowmelt Clitocybe
79566e1b-68d8-4089-9415-c5832e1c0497,367228898,True,obscured,,136.0,28181.0,obscured,2026-05-31 12:35:24-06:00,2026-05-31,-107.0254332559,38.9850327278,85CJXX00+,3326.0,,1.7,20.6,2.3,5.2,,,Clitocybe glacialis,"Gunnison County, US-CO, US",1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,Clitocybe,334280,species,Clitocybe glacialis,Snowmelt Clitocybe
7fb4b126-b3d1-48c5-bf62-5dee514d98e1,297132857,False,,,,,unknown,2025-07-10 11:53:00-06:00,2025-07-10,-105.80111667,35.79950833,857PQ500+,3208.0,,19.4,37.2,0.0,15.2,,1008.6,Clitocybe sp. 'amarescens-PNW11',"Santa Fe, New Mexico, United States",1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,Clitocybe,1706008,species,Clitocybe sp. 'amarescens-PNW11',
407a6b7d-c4b3-4674-824d-0ba4e6513d33,235774843,False,,,4.0,4.0,precise,2024-08-14 11:02:25-06:00,2024-08-14,-105.2427653877,39.4651921143,85FPFQ00+,2260.0,,15.0,30.6,,10.1,,1014.1,Clitocybe sp. 'amarescens-PNW11',"Jefferson County, US-CO, US",2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,Clitocybe,1706008,species,Clitocybe sp. 'amarescens-PNW11',
