uuid,inat_id,timestamp,date,lon,lat,olc,elevation,tavg,tmin,tmax,precipitation,windspeed,winddirection,presure,species,genus,location,num_identification_agreements,obscured,geoprivacy,taxon_geoprivacy,positional_accuracy,public_positional_accuracy,location_precision,kingdom,phylum,class,order,family,taxon_id,taxon_rank,taxon_name,common_name
e1cb96f3-766a-4d27-8737-c712857758bf,395666832,2026-08-29 14:37:16-07:00,2026-08-29,-121.6839216667,45.756425,84QWQ800+,582.0,,14.4,22.9,0.0,19.5,,1016.7,Hypomyces lactifluorum,Hypomyces,"Bingen, WA, US",1,,,,,,,,,,,,,,,
02a28b89-0215-4ab7-952f-5c129df3bce9,397588136,2026-09-05 12:37:27-07:00,2026-09-05,-121.8300596311,45.4183047987,84QWC500+,1011.0,,10.5,20.4,2.5,5.3,,1016.5,Hypomyces lactifluorum,Hypomyces,"Oregon, US",1,True,obscured,,27.0,27158.0,obscured,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,48215.0,species,Hypomyces lactifluorum,lobster mushroom
a15aecd1-6a8e-4cf4-9a7e-74667cef21a4,395835114,2026-08-29 10:01:08-07:00,2026-08-29,-121.81163,45.36533,84QW9500+,914.0,,13.0,21.0,1.2,3.0,,,Hypomyces lactifluorum,Hypomyces,"Burnt Lake North, Rhododendron, OR, US",1,False,,,6.0,6.0,precise,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,48215.0,species,Hypomyces lactifluorum,lobster mushroom
4c7e043e-e7c1-4868-af69-b3688dcae729,190011027,2023-11-04 13:30:21-07:00,2023-11-04,-122.3494306633,45.2961480516,84QV7M00+,136.0,,13.9,19.4,,12.4,,1010.9,Hypomyces lactifluorum,Hypomyces,"Estacada, OR, US",1,False,,,4.0,4.0,precise,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,48215.0,species,Hypomyces lactifluorum,lobster mushroom
22f5fe64-12b9-4ef2-8555-7735ee1b65e1,396007161,2026-08-29 11:14:08-06:00,2026-08-29,-106.6476305556,35.8883583333,857MV900+,2383.0,,14.3,27.7,4.9,10.3,,1017.6,Hypomyces lactifluorum,Hypomyces,"V9P3+W7, Jemez Springs, NM 87025, USA",2,False,,,,,unknown,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,48215.0,species,Hypomyces lactifluorum,lobster mushroom
