uuid,inat_id,obscured,geoprivacy,taxon_geoprivacy,positional_accuracy,public_positional_accuracy,location_precision,timestamp,date,lon,lat,olc,elevation,tavg,tmin,tmax,precipitation,windspeed,winddirection,presure,species,location,num_identification_agreements,kingdom,phylum,class,order,family,genus,taxon_id,taxon_rank,taxon_name,common_name
4206aacb-2949-4f47-a7a2-3c116962222b,359657963,False,,,,,unknown,2026-05-08 12:35:32-07:00,2026-05-08,-122.6529493,45.4819266,84QVF800+,13.0,,10.6,20.0,0.0,4.0,,1019.2,Coriolopsis gallica,"SE Milwaukie & Ramona, Portland, OR 97202, USA",1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,350460,species,Coriolopsis gallica,Brownflesh Bracket
5c2f67d8-fa05-4817-a959-1da945d61af5,354690035,False,,,3.0,3.0,precise,2026-04-26 12:58:28-07:00,2026-04-26,-122.7637850955,45.6478915058,84QVJ600+,15.0,,3.9,21.7,0.0,3.1,,,Coriolopsis gallica,"Kelley Point City Park, Portland, OR, US",2,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,350460,species,Coriolopsis gallica,Brownflesh Bracket
a587f0b4-51e2-49d4-9073-f9276eb95aa8,351758240,False,,,555.0,555.0,precise,2026-04-12 15:47:17-07:00,2026-04-12,-122.693245,45.6837616667,84QVM800+,62.0,,10.0,12.8,0.3,2.5,,,Coriolopsis gallica,"NW 84th Loop, Vancouver, WA, US",1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,350460,species,Coriolopsis gallica,Brownflesh Bracket
bcf37913-909b-4a0b-9d7c-0090ae192261,274102742,False,,,19.0,19.0,precise,2025-04-26 11:29:29-07:00,2025-04-26,-122.7622,45.6492583333,84QVJ600+,24.0,,9.4,18.3,0.0,9.6,,1013.6,Coriolopsis gallica,"Marine Drive Trail, Portland, OR, US",1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,350460,species,Coriolopsis gallica,Brownflesh Bracket
dc12c607-f899-41c1-8f98-9950639cdd25,274049849,False,,,3.0,3.0,precise,2025-04-26 11:50:26-07:00,2025-04-26,-122.76520234,45.64803689,84QVJ600+,5.0,,9.4,18.3,0.0,9.6,,1013.6,Coriolopsis gallica,"J6XP+C2 Picnic Area B, Portland, OR 97203, USA",1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,350460,species,Coriolopsis gallica,Brownflesh Bracket
d09a2add-33c5-4303-9370-958ee661f7db,261202565,False,,,18.0,18.0,precise,2025-02-09 12:56:26-08:00,2025-02-09,-122.7623883333,45.64892,84QVJ600+,24.0,,2.2,6.7,0.8,1.4,,1032.7,Coriolopsis gallica,"Kelley Point Park, Portland, OR, US",1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,350460,species,Coriolopsis gallica,Brownflesh Bracket
a4f962b2-2d22-4e6b-bddb-f165512ba82e,212085465,False,,,4.0,4.0,precise,2024-04-28 11:59:02-07:00,2024-04-28,-122.76307,45.6496883333,84QVJ600+,14.0,,10.0,13.9,,7.2,,1020.3,Coriolopsis gallica,"Kelley Point Park, Portland, OR, US",1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,350460,species,Coriolopsis gallica,Brownflesh Bracket
138103e1-60f9-465e-b3bd-508e20c829ae,211114557,False,,,4.0,4.0,precise,2024-04-28 12:37:57-07:00,2024-04-28,-122.7632666667,45.64758,84QVJ600+,15.0,,10.0,13.9,,7.2,,1020.3,Coriolopsis gallica,"Kelley Point Park, Portland, OR, US",1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,350460,species,Coriolopsis gallica,Brownflesh Bracket
8ea33a56-5b9e-42e2-8aaa-71eee99b03c4,174889397,True,obscured,,8.0,27158.0,obscured,2023-07-24 11:44:57-07:00,2023-07-24,-122.4205685175,45.4699075211,84QVFH00+,158.0,,14.4,25.6,,7.2,,1017.5,Coriolopsis gallica,"Oregon, Lewis and Clark National Historic Trail, US",1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,350460,species,Coriolopsis gallica,Brownflesh Bracket
ead063bc-a60b-471d-9ba7-f457aa2bd1e4,163147273,False,,,9.0,9.0,precise,2023-05-22 09:41:32-07:00,2023-05-22,-122.56715241,44.77232294,84PVQC00+,213.0,,8.9,18.3,0.0,13.7,,1023.9,Coriolopsis gallica,"Lyons, OR 97358, USA",1,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,350460,species,Coriolopsis gallica,Brownflesh Bracket
