uuid,inat_id,obscured,geoprivacy,taxon_geoprivacy,positional_accuracy,public_positional_accuracy,location_precision,timestamp,date,lon,lat,olc,elevation,tavg,tmin,tmax,precipitation,windspeed,winddirection,presure,species,location,num_identification_agreements,kingdom,phylum,class,order,family,genus,taxon_id,taxon_rank,taxon_name,common_name
3588e9f8-5727-4573-819a-2d5bd6288a62,389064629,False,,,2.0,2.0,precise,2026-08-07 08:31:14-07:00,2026-08-07,-122.74965,45.3140616667,84QV8700+,64.0,,13.9,33.3,0.0,3.2,,1016.8,Coprinopsis lagopus,"SW Meadows Loop, Wilsonville, OR, US",1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,55605,species,Coprinopsis lagopus,hare's foot inkcap
0c04532c-0ed5-4a4c-a4dd-1b0a674e3870,396369498,False,,,24.0,24.0,precise,2026-09-01 07:37:19-06:00,2026-09-01,-106.9202085761,38.5485928401,85CMG300+,2362.0,,,,,,,,Coprinopsis lagopus,"N Pitkin St, Gunnison, CO, US",1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,55605,species,Coprinopsis lagopus,hare's foot inkcap
