uuid,inat_id,timestamp,date,lon,lat,elevation,tavg,tmin,tmax,precipitation,windspeed,winddirection,presure,species,location,num_identification_agreements,ndvi,soil_moisture,prcp_d0,prcp_d1,prcp_d2,prcp_d3,prcp_d4,prcp_d5,prcp_d6,land_cover,land_cover_label,slope,aspect,solar_exposure,wind_exposure,water_retention,tmax_d0,tmin_d0,tmax_d1,tmin_d1,tmax_d2,tmin_d2,tmax_d3,tmin_d3,tmax_d4,tmin_d4,tmax_d5,tmin_d5,tmax_d6,tmin_d6
0aefba5c-d105-4614-8158-16ffce90d28d,390755711,2026-08-09 16:05:22-06:00,2026-08-09,-105.6415969604,39.5319057064,3566.0,,10.0,14.0,0.9,8.7,,,Boletus rubriceps,"Colorado, US",1,,,,,,,,,,10,Tree cover,,,,,,19.6,8.3,19.5,8.0,21.1,6.7,19.5,6.2,18.9,4.0,18.9,3.8,20.1,9.2
af75b617-e5bf-4af2-8f8d-33847ee05279,390755903,2026-08-09 17:20:15-06:00,2026-08-09,-105.6675147993,39.5533885993,3335.0,,10.0,14.0,0.9,8.7,,,Boletus rubriceps,"Colorado, US",1,,,,,,,,,,10,Tree cover,,,,,,20.8,9.4,20.6,9.1,22.2,7.9,20.7,7.4,20.1,5.2,20.1,4.9,21.3,10.3
93cc4d18-9625-488a-94a1-5980059cea0f,390756289,2026-08-09 18:50:33-06:00,2026-08-09,-105.7415377639,39.7448384528,3428.0,,10.0,14.0,0.9,8.7,,,Boletus rubriceps,"Colorado, US",1,,,,,,,,,,10,Tree cover,,,,,,20.0,7.5,20.8,7.3,21.8,5.7,19.9,5.1,19.3,4.5,20.2,3.8,21.6,9.5
7cd2609d-9d5c-4e70-88dc-193d232eef50,390038525,2026-08-10 10:40:46-06:00,2026-08-10,-105.5662833333,40.3401083333,2417.0,,18.4,34.5,1.6,3.9,,,Boletus rubriceps,"SH-66, Estes Park, CO, US",1,,,,,,,,,,10,Tree cover,,,,,,25.8,9.7,29.2,11.7,30.0,9.3,27.6,6.8,29.9,5.1,22.3,4.3,21.1,7.4
cc591ed0-697d-482d-bd58-d34f4a9ac3bd,390090145,2026-08-10 12:22:24-06:00,2026-08-10,-107.9056079186,39.1483924959,2724.0,,18.9,36.6,0.0,6.9,,,Boletus rubriceps,"Colorado, US",1,,,,,,,,,,10,Tree cover,,,,,,24.7,11.7,26.1,12.5,26.8,12.0,27.6,11.3,26.1,10.7,26.3,11.8,27.1,12.6
6c43314d-5909-47ce-937f-9060889022f3,390090248,2026-08-10 13:09:57-06:00,2026-08-10,-107.8023297253,39.0659082059,3193.0,,18.9,36.6,0.0,6.9,,,Boletus rubriceps,"Colorado, US",1,,,,,,,,,,10,Tree cover,,,,,,21.5,12.2,22.9,14.7,23.6,14.3,24.9,14.4,23.3,12.8,22.6,12.7,22.4,14.7
7352f215-3a08-422d-85f2-9cfbb9b6960d,390598461,2026-08-11 09:34:02-06:00,2026-08-11,-106.3282205844,38.4976895175,3495.0,,10.0,19.0,0.7,11.6,,,Boletus rubriceps,"Chaffee County, US-CO, US",2,,,,,,,,,,10,Tree cover,,,,,,19.7,7.1,20.1,7.8,20.8,9.7,20.8,8.0,22.4,7.1,22.0,7.4,21.1,7.2
3403c818-46ce-4276-a655-4f68b7e2bbcb,390682351,2026-08-11 10:05:30-06:00,2026-08-11,-106.5330116667,35.8188383333,2576.0,,16.4,30.9,0.8,7.4,,,Neoboletus subvelutipes,"Jemez National Recreation Area, Jemez Springs, NM, US",1,,,,,,,,,,10,Tree cover,,,,,,26.6,10.5,27.2,13.1,28.5,14.1,27.9,11.0,28.7,13.6,30.3,13.4,30.0,12.9
d3038ca7-0be4-4811-a6c4-215727932dbf,390427663,2026-08-11 14:18:51-06:00,2026-08-11,-107.3298438915,39.9632412409,3361.0,,17.8,33.3,0.0,5.1,,,Boletus rubriceps,"Colorado, US",2,,,,,,,,,,100,Moss and lichen,,,,,,19.9,8.2,19.7,8.1,20.8,7.5,22.1,7.8,22.9,5.4,21.3,7.3,20.0,3.5
7e73e7a9-f56d-49de-a536-42d022a75d5a,390466604,2026-08-11 10:41:25-06:00,2026-08-11,-105.4583366667,39.48087,2663.0,,6.0,14.0,4.6,9.4,,,Boletus rubriceps,"Wagon Tongue Rd, Bailey, CO, US",2,,,,,,,,,,10,Tree cover,,,,,,27.4,9.6,26.5,8.5,26.7,7.1,27.3,9.1,28.0,5.0,28.7,7.4,26.5,6.6
8987f5ce-d6fb-45b3-9f07-1bc4a5a9bea1,390704167,2026-08-12 12:26:07-06:00,2026-08-12,-106.7180965562,35.9617203428,2624.0,,17.9,30.4,0.1,7.9,,,Boletus rubriceps,"Sandoval County, US-NM, US",1,,,,,,,,,,10,Tree cover,,,,,,25.2,9.8,25.9,11.2,28.7,13.2,27.8,13.8,27.5,10.8,28.6,11.9,29.6,12.8
a89eb645-90bd-41ed-b635-0d49c6895ae4,390704284,2026-08-12 11:33:43-06:00,2026-08-12,-106.7136032694,35.9656890901,2648.0,,17.9,30.4,0.1,7.9,,,Boletus rubriceps,"Sandoval County, US-NM, US",2,,,,,,,,,,10,Tree cover,,,,,,25.2,9.8,25.9,11.2,28.7,13.2,27.8,13.8,27.5,10.8,28.6,11.9,29.6,12.8
46cb1110-b103-45a0-a337-da12bac8d49e,390704329,2026-08-12 12:25:24-06:00,2026-08-12,-106.7180684388,35.9617817942,2624.0,,17.9,30.4,0.1,7.9,,,Boletus barrowsii,"NM-126, Jemez Springs, NM, US",1,,,,,,,,,,10,Tree cover,,,,,,25.2,9.8,25.9,11.2,28.7,13.2,27.8,13.8,27.5,10.8,28.6,11.9,29.6,12.8
f5b55d6b-bb8e-4080-a682-bbf58e261ad4,390672939,2026-08-12 10:40:49-06:00,2026-08-12,-105.7845717997,39.8102007997,3391.0,,5.0,13.0,7.9,8.2,,,Boletus rubriceps,"Winter Park, CO 80482, USA",2,,,,,,,,,,10,Tree cover,,,,,,18.0,7.6,20.8,6.8,19.6,7.2,21.2,7.8,21.4,6.7,22.3,7.0,20.5,5.0
93049492-b70e-4324-8ae8-732ef2b715fb,390704112,2026-08-12 13:17:23-06:00,2026-08-12,-106.725696344,35.9601097182,2621.0,,17.9,30.4,0.1,7.9,,,Boletus rubriceps,"Sandoval County, US-NM, US",1,,,,,,,,,,10,Tree cover,,,,,,25.2,9.8,25.9,11.2,28.7,13.2,27.8,13.8,27.5,10.8,28.6,11.9,29.6,12.8
61e08a78-9154-413a-9485-d4dd325171c3,390977110,2026-08-13 13:06:08-06:00,2026-08-13,-108.029673,37.9949349722,2271.0,,10.0,17.0,1.8,2.9,,,Boletus rubriceps,"The Bivi WB, Placerville, CO 81430, USA",1,,,,,,,,,,10,Tree cover,,,,,,23.0,12.3,27.4,12.8,27.5,11.9,28.6,11.8,30.2,12.3,30.1,12.1,32.6,10.2
9795437e-cad1-45a1-b4f6-8d75de86ee72,392293065,2026-08-13 10:52:00-06:00,2026-08-13,-107.8995888889,37.8133666667,3101.0,,10.0,17.0,1.8,2.9,,,Boletus rubriceps,"San Miguel County, CO, USA",2,,,,,,,,,,10,Tree cover,,,,,,16.7,8.2,19.0,9.2,20.4,8.9,20.5,8.6,23.2,10.3,23.7,7.5,24.6,8.0
aa0a322d-104e-49e5-972e-7a4e10c6ec37,392182382,2026-08-14 10:53:07-06:00,2026-08-14,-105.9035716667,40.6574666667,2930.0,,8.0,23.0,2.3,6.6,,,Boletus rubriceps,"Rawah Trail, Bellvue, CO, US",1,,,,,,,,,,10,Tree cover,,,,,,19.0,7.4,16.0,7.6,21.9,9.5,22.4,9.5,22.2,10.8,22.5,10.7,24.3,10.8
5aeb1e76-28c5-4655-acfb-c32529e45114,391838445,2026-08-14 16:47:50-06:00,2026-08-14,-105.1347019896,36.5452759021,2306.0,,8.5,22.8,8.9,4.0,,,Boletus barrowsii,"Ute Park, NM 87749, USA",1,,,,,,,,,,10,Tree cover,,,,,,26.5,12.7,27.3,12.4,30.4,11.7,29.8,12.0,29.7,10.3,31.1,11.7,30.4,11.5
35326177-6f56-4ded-b6c7-d1da39597020,391258375,2026-08-14 10:04:47-06:00,2026-08-14,-105.7877116667,40.429425,3461.0,,9.3,25.0,5.5,5.8,,,Boletus rubriceps,"Rocky Mountain, Rocky Mountain National Park, Rocky Mountain National Park, Larimer County, US-CO, US",1,,,,,,,,,,30,Grassland,,,,,,15.8,5.2,13.4,4.5,17.5,8.5,19.4,8.0,17.4,8.8,18.3,9.0,19.9,8.4
aa032664-97b3-41e1-b491-35e65ecd69bb,391336686,2026-08-14 09:45:35-06:00,2026-08-14,-108.0256853967,37.7852294596,3125.0,,10.0,19.0,4.5,2.8,,,Boletus edulis,"Dolores County, US-CO, US",1,,,,,,,,,,10,Tree cover,,,,,,16.9,6.2,17.0,8.2,19.1,9.2,20.6,9.6,21.1,9.9,23.6,11.3,23.6,7.2
3c2c9bce-4cee-4465-8552-9cdddb05e35b,392802245,2026-08-14 06:49:18-06:00,2026-08-14,-105.8818921461,40.501360403,3071.0,,8.0,23.0,2.3,6.6,,,Boletus rubriceps,"Rocky Mountain National Park, Jackson County, US-CO, US",1,,,,,,,,,,10,Tree cover,,,,,,17.6,7.3,16.2,6.8,21.4,10.8,21.4,10.2,20.9,10.8,20.9,10.8,22.9,11.0
6aac59f7-52bc-435d-b2d4-ac891f0d7f2e,391231554,2026-08-14 08:46:56-06:00,2026-08-14,-107.9827870243,37.8414904993,3841.0,,10.0,19.0,4.5,2.8,,,Boletus rubriceps,"Colorado, US",2,,,,,,,,,,60,Bare / sparse vegetation,,,,,,11.9,1.1,12.5,2.7,15.3,3.8,15.5,4.3,16.8,4.0,18.6,5.1,19.0,3.6
9c220c4f-7ba8-4618-9e12-aa0914155909,391207804,2026-08-14 10:17:05-06:00,2026-08-14,-107.8258041997,37.8550702,2981.0,,10.0,19.0,4.5,2.8,,,Chalciporus piperatus,"Ophir, CO 81426, USA",1,,,,,,,,,,10,Tree cover,,,,,,17.3,6.3,17.6,8.3,20.8,9.2,20.9,9.5,22.0,10.0,23.8,10.9,24.4,7.8
5d09149e-5b18-46ac-ab07-84cdc0ba325a,393657666,2026-08-15 14:10:58-06:00,2026-08-15,-109.2695494972,42.7158127028,2948.0,,7.0,20.0,1.0,4.9,,,Boletus edulis,"Sublette County, US-WY, US",1,,,,,,,,,,10,Tree cover,,,,,,13.4,5.3,12.6,5.2,15.3,5.3,20.4,8.9,21.7,8.2,21.8,9.9,22.2,9.9
82839398-144e-467b-ac60-fa43950eaff0,391592023,2026-08-15 12:09:45-06:00,2026-08-15,-105.6415033333,40.3992416667,2802.0,,8.1,24.9,0.9,5.1,,,Boletus rubriceps,"Abandoned Beaver Colony Boardwalk, Estes Park, CO, US",1,,,,,,,,,,10,Tree cover,,,,,,20.0,5.8,21.5,7.1,18.6,6.5,23.6,8.6,25.0,8.6,22.5,9.4,24.2,8.7
2a86d463-83e2-478d-a3d9-4e591ad932f3,393371346,2026-08-15 12:10:00-06:00,2026-08-15,-105.6414555556,40.3992111111,2802.0,,8.1,24.9,0.9,5.1,,,Boletus rubriceps,"Larimer County, CO, USA",1,,,,,,,,,,10,Tree cover,,,,,,20.0,5.8,21.5,7.1,18.6,6.5,23.6,8.6,25.0,8.6,22.5,9.4,24.2,8.7
8234c214-3e9f-4b47-b18b-a57275e52fee,393694819,2026-08-16 13:46:24-06:00,2026-08-16,-105.9221962094,39.678211443,3760.0,,4.0,11.0,1.8,7.2,,,Chalciporus piperatus,"Dillon, CO 80435, USA",1,,,,,,,,,,100,Moss and lichen,,,,,,13.5,1.5,12.9,2.2,14.0,2.2,13.2,3.2,15.7,4.2,17.4,4.5,16.8,6.1
26122988-3bab-44a4-8e2d-0fb32e75882d,391989289,2026-08-16 12:08:38-06:00,2026-08-16,-106.6356583333,40.6457333333,3044.0,,7.5,28.4,0.0,3.2,,,Boletus rubriceps,"Rainbow Lakes Trail, Walden, CO, US",1,,,,,,,,,,10,Tree cover,,,,,,19.2,8.3,15.8,7.1,17.1,7.3,15.0,7.2,20.5,11.4,22.2,11.2,21.4,11.7
f8e53654-8543-4382-b25b-1c7c9c2a6033,391954804,2026-08-16 15:02:12-06:00,2026-08-16,-105.9124630739,39.4205981837,3248.0,,3.9,22.2,0.2,3.7,,,Boletus rubriceps,"Park County, US-CO, US",1,,,,,,,,,,10,Tree cover,,,,,,17.8,2.4,17.9,4.0,19.0,3.6,17.9,5.2,20.0,5.3,22.3,5.2,21.2,6.4
7d015a6a-3838-492a-82a3-2fb01db4f558,393461323,2026-08-17 17:50:08-06:00,2026-08-17,-105.9585416667,40.551545,2841.0,,2.0,26.0,0.0,5.0,,,Boletus rubriceps,"Jackson County, US-CO, US",1,,,,,,,,,,10,Tree cover,,,,,,22.7,6.8,20.6,5.5,19.0,5.9,19.5,7.5,17.6,6.3,24.4,9.5,24.1,9.5
611ff5cd-128f-4a0a-b009-1a32dcb96d5a,392504883,2026-08-17 16:04:41-06:00,2026-08-17,-108.1790783333,37.5764116667,2465.0,,10.0,24.0,0.0,5.0,,,Boletus barrowsii,"Dolores, CO, US",1,,,,,,,,,,10,Tree cover,,,,,,27.4,8.5,26.1,8.2,23.5,8.6,22.5,10.4,23.2,12.3,25.2,11.7,27.1,10.9
a846f8ef-c33c-42a5-8d94-cfd1d4361c41,392840458,2026-08-18 18:42:45-06:00,2026-08-18,-108.183355,37.8140133333,3273.0,,7.3,25.2,0.6,11.4,,1020.9,Boletus rubriceps,"Dolores, CO, US",1,,,,,,,,,,10,Tree cover,,,,,,21.0,7.7,21.6,6.2,19.0,4.9,16.7,4.9,16.1,6.0,16.6,7.3,19.2,7.7
5b4e319f-2836-4327-8cc1-3508cf82d737,392815931,2026-08-19 11:04:38-06:00,2026-08-19,-105.700608203,35.8181696452,2774.0,,18.8,32.9,0.9,13.4,,1014.9,Onnia tomentosa,"San Miguel County, US-NM, US",1,,,,,,,,,,10,Tree cover,,,,,,25.4,9.3,24.4,9.4,22.0,7.4,22.5,6.5,22.7,8.5,23.1,8.2,21.4,7.8
55a393b5-72f0-4173-a37b-c82fc318ec2a,393171805,2026-08-20 11:36:57-06:00,2026-08-20,-105.6414540858,40.2904328239,3057.0,,,,,,,,Boletus rubriceps,"Rocky Mountain, Rocky Mountain National Park, Rocky Mountain National Park, Larimer County, US-CO, US",1,,,,,,,,,,10,Tree cover,,,,,,22.4,6.4,20.5,6.0,19.9,6.7,20.8,6.7,19.0,5.1,17.8,4.2,19.1,6.8
e797f178-4a27-45fb-b153-dcf043cd0bd8,393544506,2026-08-21 15:50:55-06:00,2026-08-21,-105.6372199,39.6166233,3480.0,,,,,,,,Boletus rubriceps,"Golden, CO 80439, USA",1,,,,,,,,,,10,Tree cover,,,,,,19.8,7.4,19.4,7.6,17.0,4.5,18.7,6.4,17.6,4.6,16.2,3.1,14.8,4.2
6f010f23-f2dc-4e25-ae3f-3300c4258f79,393982848,2026-08-23 12:36:32-06:00,2026-08-23,-105.7715611111,39.5765083333,3363.0,,,,,,,,Boletus rubriceps,"Dillon, CO 80435, USA",1,,,,,,,,,,10,Tree cover,,,,,,18.0,5.7,21.0,8.2,20.3,7.8,20.1,8.3,17.7,5.8,19.2,7.3,18.4,5.2
f537a6d2-ccdb-4a29-8fed-31b480031bdd,393986971,2026-08-23 08:56:06-06:00,2026-08-23,-105.7715194444,39.5769,3363.0,,,,,,,,Boletus rubriceps,"Dillon, CO 80435, USA",1,,,,,,,,,,10,Tree cover,,,,,,17.9,5.7,21.0,8.1,20.2,7.8,20.1,8.3,17.7,5.8,19.1,7.2,18.3,5.2
e6c64a6d-ad76-48fd-a4ea-d86f30ffe213,394103390,2026-08-23 10:29:37-06:00,2026-08-23,-105.6836388633,40.3425191758,2940.0,,,,,,,,Boletus rubriceps,"Estes Park, CO 80517, USA",1,,,,,,,,,,10,Tree cover,,,,,,23.0,7.2,24.0,8.7,25.7,8.3,24.0,7.1,22.2,6.0,21.6,5.9,22.4,6.0
